key,base_unit,base_price_diff_b_minus_a,base_price_pct_b_minus_a,Spar_product_name,Prima_product_name,Spar_barcode,Prima_barcode,Spar_unit_price,Prima_unit_price,Spar_unit_type,Prima_unit_type,Spar_unit_step,Prima_unit_step,Spar_base_price,Prima_base_price,Spar_categories,Prima_categories
5995863015412|kotányi őrölt szegfűszeg 20 g,kg,1550.0,6.828,Kotányi őrölt szegfűszeg 20 g,Kotányi őrölt szegfűszeg 20 g,5995863015412,5995863015412,454.0,485.0,g,g,20.0,20.0,22700.0,24250.0,fuszerek-165,fuszer-123
5995863015450|kotányi egész feketebors 20 g,kg,1550.0,6.828,Kotányi egész feketebors 20 g,Kotányi egész feketebors 20 g,5995863015450,5995863015450,454.0,485.0,g,g,20.0,20.0,22700.0,24250.0,bors-167,fuszer-123
5995863015467|kotányi őrölt feketebors 20 g,kg,1550.0,6.828,Kotányi őrölt feketebors 20 g,Kotányi őrölt feketebors 20 g,5995863015467,5995863015467,454.0,485.0,g,g,20.0,20.0,22700.0,24250.0,bors-167,fuszer-123
5995863015481|kotányi fehérbors őrölt 20 g,kg,2500.0,7.704,Kotányi fehérbors őrölt 20 g,Kotányi fehérbors őrölt 20 g,5995863015481,5995863015481,649.0,699.0,g,g,20.0,20.0,32450.0,34950.0,bors-167,fuszer-123
5995863015597|kotányi morzsolt kakukkfű 14 g,kg,2214.286,6.828,Kotányi morzsolt kakukkfű 14 g,Kotányi morzsolt kakukkfű 14 g,5995863015597,5995863015597,454.0,485.0,g,g,14.0,14.0,32428.571,34642.857,fuszerek-165,fuszer-123
5995863015603|kotányi egész borókabogyó 22 g,kg,1136.364,5.274,Kotányi egész borókabogyó 22 g,Kotányi egész borókabogyó 22 g,5995863015603,5995863015603,474.0,499.0,g,g,22.0,22.0,21545.455,22681.818,fuszerek-165,fuszer-123
5995863015641|kotányi egész fahéj 17 g,kg,1823.529,6.828,Kotányi egész fahéj 17 g,Kotányi egész fahéj 17 g,5995863015641,5995863015641,454.0,485.0,g,g,17.0,17.0,26705.882,28529.412,fuszerek-165,fuszer-123
5995863015658|kotányi őrölt fahéj 25 g,kg,840.0,6.688,Kotányi őrölt fahéj 25 g,Kotányi őrölt fahéj 25 g,5995863015658,5995863015658,314.0,335.0,g,g,25.0,25.0,12560.0,13400.0,fuszerek-165,fuszer-123
5995863015887|kotányi sertéssült fűszersó 30 g,kg,1000.0,5.894,Kotányi sertéssült fűszersó 30 g,Kotányi sertéssült fűszersó 30 g,5995863015887,5995863015887,509.0,539.0,g,g,30.0,30.0,16966.667,17966.667,so-fuszerso-166,fuszer-123
5995863015917|kotányi húspuhító keverék 35 g,kg,857.143,5.894,Kotányi húspuhító keverék 35 g,Kotányi húspuhító keverék 35 g,5995863015917,5995863015917,509.0,539.0,g,g,35.0,35.0,14542.857,15400.0,fuszerek-165,fuszer-123
5995863018024|kotányi morzsolt borsikafű 16 g,kg,1937.5,6.828,Kotányi morzsolt borsikafű 16 g,Kotányi morzsolt borsikafű 16 g,5995863018024,5995863018024,454.0,485.0,g,g,16.0,16.0,28375.0,30312.5,bors-167,fuszer-123
5995863018062|kotányi morzsolt lestyán 10 g,kg,3100.0,6.828,Kotányi morzsolt lestyán 10 g,Kotányi morzsolt lestyán 10 g,5995863018062,5995863018062,454.0,485.0,g,g,10.0,10.0,45400.0,48500.0,fuszerek-165,fuszer-123
5995863030811|horváth rozi brassói aprópecsenye fűszerkeverék 30 g,kg,700.0,6.481,Horváth Rozi brassói aprópecsenye fűszerkeverék 30 g,Horváth Rozi brassói aprópecsenye fűszerkeverék 30 g,5995863030811,5995863030811,324.0,345.0,g,g,30.0,30.0,10800.0,11500.0,so-fuszerso-166,fuszer-123
5995863030828|horváth rozi ropogós sültcsirke fűszersó 30 g,kg,700.0,6.481,Horváth Rozi ropogós sültcsirke fűszersó 30 g,Horváth Rozi ropogós sültcsirke fűszersó 30 g,5995863030828,5995863030828,324.0,345.0,g,g,30.0,30.0,10800.0,11500.0,so-fuszerso-166,fuszer-123
5995863031030|horváth rozi szeletelt petrezselyem 5 g,kg,2200.0,5.978,Horváth Rozi szeletelt petrezselyem 5 g,Horváth Rozi szeletelt petrezselyem 5 g,5995863031030,5995863031030,184.0,195.0,g,g,5.0,5.0,36800.0,39000.0,fuszerek-165,fuszer-123
5995863031320|horváth rozi egész szegfűszeg 10 g,kg,2100.0,6.481,Horváth Rozi egész szegfűszeg 10 g,Horváth Rozi egész szegfűszeg 10 g,5995863031320,5995863031320,324.0,345.0,g,g,10.0,10.0,32400.0,34500.0,fuszerek-165,fuszer-123
5995863031894|horváth rozi morzsolt majoranna 6 g,kg,1000.0,4.651,Horváth Rozi morzsolt majoranna 6 g,Horváth Rozi morzsolt majoranna 6 g,5995863031894,5995863031894,129.0,135.0,g,g,6.0,6.0,21500.0,22500.0,fuszerek-165,fuszer-123
5995863032075|horváth rozi szárított egész babérlevél 4 g,kg,3500.0,6.512,Horváth Rozi szárított egész babérlevél 4 g,Horváth Rozi szárított egész babérlevél 4 g,5995863032075,5995863032075,215.0,229.0,g,g,4.0,4.0,53750.0,57250.0,fuszerek-165,fuszer-123
"5995863032143|horváth rozi szárított, őrölt feketebors 16 g",kg,1312.5,6.481,"Horváth Rozi szárított, őrölt feketebors 16 g","Horváth Rozi szárított, őrölt feketebors 16 g",5995863032143,5995863032143,324.0,345.0,g,g,16.0,16.0,20250.0,21562.5,bors-167,fuszer-123
5995863041114|kotányi malom feketebors 36 g,kg,2638.889,6.766,Kotányi Malom feketebors 36 g,Kotányi Malom feketebors 36 g,5995863041114,5995863041114,1404.0,1499.0,g,g,36.0,36.0,39000.0,41638.889,bors-167,fuszer-123
5995863041138|kotányi malom tarkabors 35 g,kg,2714.286,6.766,Kotányi Malom tarkabors 35 g,Kotányi Malom tarkabors 35 g,5995863041138,5995863041138,1404.0,1499.0,g,g,35.0,35.0,40114.286,42828.571,bors-167,fuszer-123
5995863050093|horváth rozi étkezési szódabikarbóna 50 g,kg,200.0,7.194,Horváth Rozi étkezési szódabikarbóna 50 g,Horváth Rozi étkezési szódabikarbóna 50 g,5995863050093,5995863050093,139.0,149.0,g,g,50.0,50.0,2780.0,2980.0,sutesi-alapanyagok-162,sutesi-kellekanyag-130
5995863218127|kotányi kentucky csirkeszárnyak fűszerkeverék 45 g,kg,666.667,5.894,Kotányi Kentucky csirkeszárnyak fűszerkeverék 45 g,Kotányi Kentucky csirkeszárnyak fűszerkeverék 45 g,5995863218127,5995863218127,509.0,539.0,g,g,45.0,45.0,11311.111,11977.778,fuszerkeverek-168,fuszer-123
5995863310180|kotányi sült oldalas fűszerkeverék 40 g,kg,750.0,5.894,Kotányi sült oldalas fűszerkeverék 40 g,Kotányi sült oldalas fűszerkeverék 40 g,5995863310180,5995863310180,509.0,539.0,g,g,40.0,40.0,12725.0,13475.0,fuszerkeverek-168,fuszer-123
5995863710157|kotányi chilis bab - chili con carne fűszerkeverék 25 g,kg,1200.0,5.894,Kotányi chilis bab - chili con carne fűszerkeverék 25 g,Kotányi chilis bab - chili con carne fűszerkeverék 25 g,5995863710157,5995863710157,509.0,539.0,g,g,25.0,25.0,20360.0,21560.0,fuszerkeverek-168,fuszer-123
"5995881215016|rauch bravo almaital, 1500 ml",l,43.333,6.959,"Rauch Bravo almaital, 1500 ml","Rauch Bravo almaital, 1500 ml",5995881215016,5995881215016,934.0,999.0,ml,ml,1500.0,1500.0,622.667,666.0,szensavmentes-uditoitalok-202,gyumolcsle-gyumolcs-ital-176
"5995881215078|rauch bravo narancsital 1,5 l",l,43.333,6.959,"Rauch Bravo narancsital 1,5 l","Rauch Bravo narancsital 1,5 l",5995881215078,5995881215078,934.0,999.0,ml,ml,1500.0,1500.0,622.667,666.0,szensavmentes-uditoitalok-202,gyumolcsle-gyumolcs-ital-176
"5995910710666|valdor nuggets deluxe gyorsfagyasztott, készre sütött csirkemellfilé cornflakes panírban 540 g",kg,537.037,10.324,"Valdor Nuggets Deluxe gyorsfagyasztott, készre sütött csirkemellfilé cornflakes panírban 540 g","Valdor Nuggets Deluxe gyorsfagyasztott, készre sütött csirkemellfilé cornflakes panírban 540 g",5995910710666,5995910710666,2809.0,3099.0,g,g,540.0,540.0,5201.852,5738.889,fagyasztott-husok-193,panirozott-termekek-135
"5995910712219|valdor zoo gyorsfagyasztott, készre sütött, panírozott, darabokból formázott csirkemellfilé 480 g",kg,822.917,14.608,"Valdor Zoo gyorsfagyasztott, készre sütött, panírozott, darabokból formázott csirkemellfilé 480 g","Valdor Zoo gyorsfagyasztott, készre sütött, panírozott, darabokból formázott csirkemellfilé 480 g",5995910712219,5995910712219,2704.0,3099.0,g,g,480.0,480.0,5633.333,6456.25,fagyasztott-husok-193,panirozott-termekek-135
"5995910715036|valdor zizu gyorsfagyasztott, készre sütött, panírozott csirkemellfilé 500 g",kg,750.0,11.632,"Valdor Zizu gyorsfagyasztott, készre sütött, panírozott csirkemellfilé 500 g","Valdor Zizu gyorsfagyasztott, készre sütött, panírozott csirkemellfilé 500 g",5995910715036,5995910715036,3224.0,3599.0,g,g,500.0,500.0,6448.0,7198.0,fagyasztott-husok-193,panirozott-termekek-135
5995943132312|kecskeméti vadas marhahús rizzsel bébiétel 8 hónapos kortól 220 g,kg,627.273,23.752,Kecskeméti vadas marhahús rizzsel bébiétel 8 hónapos kortól 220 g,Kecskeméti vadas marhahús rizzsel bébiétel 8 hónapos kortól 220 g,5995943132312,5995943132312,581.0,719.0,g,g,220.0,220.0,2640.909,3268.182,bebietelek-317,bebietel-209
5995943173223|kecskeméti sütőtök almával és csirkehússal bébiétel 5 hónapos kortól 190 g,kg,426.316,14.781,Kecskeméti sütőtök almával és csirkehússal bébiétel 5 hónapos kortól 190 g,Kecskeméti sütőtök almával és csirkehússal bébiétel 5 hónapos kortól 190 g,5995943173223,5995943173223,548.0,629.0,g,g,190.0,190.0,2884.211,3310.526,bebietelek-317,bebietel-209
5995981080019|süssina édesítőszer 220 ml,l,159.091,3.142,Süssina édesítőszer 220 ml,Süssina édesítőszer 220 ml,5995981080019,5995981080019,1114.0,1149.0,ml,ml,220.0,220.0,5063.636,5222.727,edesitoszerek-170,cukor-edesitoszer-121
5996037050543|carte d'or jégkrém dió 1000 ml,l,255.0,10.024,Carte d'Or Jégkrém Dió 1000 ml,Carte d'Or Jégkrém Dió 1000 ml,5996037050543,5996037050543,2544.0,2799.0,ml,ml,1000.0,1000.0,2544.0,2799.0,jegkremek-197,dobozos-jegkrem-143
5996037061587|iglo gyorsfagyasztott zsenge zöldborsó 450 g,kg,344.444,13.549,Iglo gyorsfagyasztott zsenge zöldborsó 450 g,Iglo gyorsfagyasztott zsenge zöldborsó 450 g,5996037061587,5996037061587,1144.0,1299.0,g,g,450.0,450.0,2542.222,2886.667,koret-195,fagyasztott-zoldseg-136
5996037079780|domestos extended power fertőtlenítő hatású folyékony tisztítószer citrus fresh 750 ml,l,580.0,37.371,DOMESTOS Extended Power fertőtlenítő hatású folyékony tisztítószer Citrus Fresh 750 ml,DOMESTOS Extended Power fertőtlenítő hatású folyékony tisztítószer Citrus Fresh 750 ml,5996037079780,5996037079780,1164.0,1599.0,ml,ml,750.0,750.0,1552.0,2132.0,altalanos-tisztitoszer-273,tisztitoszer-223
5996037079797|domestos extended power fertőtlenítő hatású folyékony tisztítószer pine fresh 750 ml,l,580.0,37.371,DOMESTOS Extended Power fertőtlenítő hatású folyékony tisztítószer Pine Fresh 750 ml,DOMESTOS Extended Power fertőtlenítő hatású folyékony tisztítószer Pine Fresh 750 ml,5996037079797,5996037079797,1164.0,1599.0,ml,ml,750.0,750.0,1552.0,2132.0,altalanos-tisztitoszer-273,fertotlenitoszer-224
5996037081394|baba lanolin krémtusfürdő 400 ml,l,1100.0,34.948,Baba lanolin krémtusfürdő 400 ml,Baba lanolin krémtusfürdő 400 ml,5996037081394,5996037081394,1259.0,1699.0,ml,ml,400.0,400.0,3147.5,4247.5,noi-csaladi-tusfurdo-308,furdes-kezmosas-201
5996227001492|wiesbauer prémium bécsi sertésvirsli 400 g,kg,750.0,14.293,Wiesbauer Prémium bécsi sertésvirsli 400 g,Wiesbauer Prémium bécsi sertésvirsli 400 g,5996227001492,5996227001492,2099.0,2399.0,g,g,400.0,400.0,5247.5,5997.5,virsli-118,virsli-debreceni-94
5996358005666|knorr meggyleves gyümölcsdarabokkal 56 g,kg,1000.0,8.128,Knorr meggyleves gyümölcsdarabokkal 56 g,Knorr meggyleves gyümölcsdarabokkal 56 g,5996358005666,5996358005666,689.0,745.0,g,g,56.0,56.0,12303.571,13303.571,levesek-tesztak-230,levespor-118
5996358005680|knorr görög gyümölcsleves gyümölcsdarabokkal 54 g,kg,1037.037,8.128,Knorr görög gyümölcsleves gyümölcsdarabokkal 54 g,Knorr görög gyümölcsleves gyümölcsdarabokkal 54 g,5996358005680,5996358005680,689.0,745.0,g,g,54.0,54.0,12759.259,13796.296,levesek-tesztak-230,instant-teszta-es-leves-117
5996358011865|baba kamilla és méz krémtusfürdő 400 ml,l,1100.0,34.948,Baba kamilla és méz krémtusfürdő 400 ml,Baba kamilla és méz krémtusfürdő 400 ml,5996358011865,5996358011865,1259.0,1699.0,ml,ml,400.0,400.0,3147.5,4247.5,noi-csaladi-tusfurdo-308,furdes-kezmosas-201
5996358014170|knorr tyúkhúsleveskocka 6 x 10 g (60 g),kg,833.333,8.787,Knorr tyúkhúsleveskocka 6 x 10 g (60 g),Knorr tyúkhúsleveskocka 6 x 10 g (60 g),5996358014170,5996358014170,569.0,619.0,g,g,60.0,60.0,9483.333,10316.667,etelizesito-leveskocka-171,leveskocka-116
5996358014187|knorr tyúkhúsleveskocka 12 x 10 g (120 g),kg,675.0,9.163,Knorr tyúkhúsleveskocka 12 x 10 g (120 g),Knorr tyúkhúsleveskocka 12 x 10 g (120 g),5996358014187,5996358014187,884.0,965.0,g,g,120.0,120.0,7366.667,8041.667,etelizesito-leveskocka-171,leveskocka-116
5996358014286|knorr halászlékocka 12 x 10 g (120 g),kg,708.333,9.3,Knorr halászlékocka 12 x 10 g (120 g),Knorr halászlékocka 12 x 10 g (120 g),5996358014286,5996358014286,914.0,999.0,g,g,120.0,120.0,7616.667,8325.0,etelizesito-leveskocka-171,leveskocka-116
5996358018932|knorr pörköltízesítő-kocka 12 x 10 g (120 g),kg,675.0,9.163,Knorr pörköltízesítő-kocka 12 x 10 g (120 g),Knorr pörköltízesítő-kocka 12 x 10 g (120 g),5996358018932,5996358018932,884.0,965.0,g,g,120.0,120.0,7366.667,8041.667,etelizesito-leveskocka-171,leveskocka-116
5996379000770|haribo happy-cola fizz kólaízű gumicukorka 80 g,kg,437.5,6.206,Haribo Happy-Cola Fizz kólaízű gumicukorka 80 g,Haribo Happy-Cola Fizz kólaízű gumicukorka 80 g,5996379000770,5996379000770,564.0,599.0,g,g,80.0,80.0,7050.0,7487.5,gumicukor-184,cukorka-ragogumi-egyeb-163
5996379309828|haribo happy cherries gyümölcsízű gumicukorka 100 g,kg,350.0,6.206,Haribo Happy Cherries gyümölcsízű gumicukorka 100 g,Haribo Happy Cherries gyümölcsízű gumicukorka 100 g,5996379309828,5996379309828,564.0,599.0,g,g,100.0,100.0,5640.0,5990.0,gumicukor-184,cukorka-ragogumi-egyeb-163
5996379377278|haribo wummis f!zz gyümölcsízű gumicukorka 100 g,kg,350.0,6.206,Haribo Wummis F!zz gyümölcsízű gumicukorka 100 g,Haribo Wummis F!zz gyümölcsízű gumicukorka 100 g,5996379377278,5996379377278,564.0,599.0,g,g,100.0,100.0,5640.0,5990.0,gumicukor-184,cukorka-ragogumi-egyeb-163
5996379377360|haribo wummis gyümölcsízű gumicukorka 100 g,kg,350.0,6.206,Haribo Wummis gyümölcsízű gumicukorka 100 g,Haribo Wummis gyümölcsízű gumicukorka 100 g,5996379377360,5996379377360,564.0,599.0,g,g,100.0,100.0,5640.0,5990.0,gumicukor-184,cukorka-ragogumi-egyeb-163
"5996379394251|haribo tangfastics gyümölcsízű gumicukorka keverék, részben kóla ízesítéssel 100 g",kg,350.0,6.206,"Haribo Tangfastics gyümölcsízű gumicukorka keverék, részben kóla ízesítéssel 100 g","Haribo Tangfastics gyümölcsízű gumicukorka keverék, részben kóla ízesítéssel 100 g",5996379394251,5996379394251,564.0,599.0,g,g,100.0,100.0,5640.0,5990.0,gumicukor-184,cukorka-ragogumi-egyeb-163
5996379409085|haribo squidgies gyümölcs- és kólaízű habosított gumicukorka 80 g,kg,437.5,6.206,Haribo Squidgies gyümölcs- és kólaízű habosított gumicukorka 80 g,Haribo Squidgies gyümölcs- és kólaízű habosított gumicukorka 80 g,5996379409085,5996379409085,564.0,599.0,g,g,80.0,80.0,7050.0,7487.5,gumicukor-184,cukorka-ragogumi-egyeb-163
"5996429009418|vylyan boszorkány pannon fehér cuvée száraz fehérbor 12,5% 750 ml",l,640.0,22.13,"Vylyan Boszorkány Pannon Fehér Cuvée száraz fehérbor 12,5% 750 ml","Vylyan Boszorkány Pannon Fehér Cuvée száraz fehérbor 12,5% 750 ml",5996429009418,5996429009418,2169.0,2649.0,ml,ml,750.0,750.0,2892.0,3532.0,feher-bor-249,feherbor-194
59969242|coca-cola colaízű szénsavas üdítőital 500 ml,l,-2.0,-0.2,Coca-Cola colaízű szénsavas üdítőital 500 ml,Coca-Cola colaízű szénsavas üdítőital 500 ml,59969242,59969242,500.0,499.0,ml,ml,500.0,500.0,1000.0,998.0,szensavas-uditoital-203,szensavas-uditoital-172
59969259|coca-cola cherry colaízű szénsavas üdítőital cseresznye ízesítéssel 500 ml,l,-80.0,-7.421,Coca-Cola Cherry colaízű szénsavas üdítőital cseresznye ízesítéssel 500 ml,Coca-Cola Cherry colaízű szénsavas üdítőital cseresznye ízesítéssel 500 ml,59969259,59969259,539.0,499.0,ml,ml,500.0,500.0,1078.0,998.0,szensavas-uditoital-203,szensavas-uditoital-172
59969266|coca-cola light colaízű energiamentes szénsavas üdítőital édesítőszerekkel 500 ml,l,-80.0,-7.421,Coca-Cola Light colaízű energiamentes szénsavas üdítőital édesítőszerekkel 500 ml,Coca-Cola Light colaízű energiamentes szénsavas üdítőital édesítőszerekkel 500 ml,59969266,59969266,539.0,499.0,ml,ml,500.0,500.0,1078.0,998.0,szensavas-uditoital-203,szensavas-uditoital-172
59969273|fanta szénsavas narancsízű üdítőital 500 ml,l,-90.0,-8.272,Fanta szénsavas narancsízű üdítőital 500 ml,Fanta szénsavas narancsízű üdítőital 500 ml,59969273,59969273,544.0,499.0,ml,ml,500.0,500.0,1088.0,998.0,szensavas-uditoital-203,szensavas-uditoital-172
59969303|naturaqua szénsavmentes természetes ásványvíz 500 ml,l,-50.0,-9.124,NaturAqua szénsavmentes természetes ásványvíz 500 ml,NaturAqua szénsavmentes természetes ásványvíz 500 ml,59969303,59969303,274.0,249.0,ml,ml,500.0,500.0,548.0,498.0,asvanyviz-201,asvanyviz-173
59969310|naturaqua szén-dioxiddal dúsított természetes ásványvíz 500 ml,l,-40.0,-7.435,NaturAqua szén-dioxiddal dúsított természetes ásványvíz 500 ml,NaturAqua szén-dioxiddal dúsított természetes ásványvíz 500 ml,59969310,59969310,269.0,249.0,ml,ml,500.0,500.0,538.0,498.0,asvanyviz-201,asvanyviz-173
"59969877|borsodi bivaly minőségi világos sör 6,5% 0,5 l",l,90.0,8.588,"Borsodi Bivaly minőségi világos sör 6,5% 0,5 l","Borsodi Bivaly minőségi világos sör 6,5% 0,5 l",59969877,59969877,524.0,569.0,ml,ml,500.0,500.0,1048.0,1138.0,vilagos-sor-234,vilagos-sor-180
"59969891|borsodi mester minőségi világos sör 5% 0,5 l",l,70.0,6.809,"Borsodi Mester minőségi világos sör 5% 0,5 l","Borsodi Mester minőségi világos sör 5% 0,5 l",59969891,59969891,514.0,549.0,ml,ml,500.0,500.0,1028.0,1098.0,vilagos-sor-234,vilagos-sor-180
"59969921|borsodi világos sör 4,5% 0,5 l",l,-40.0,-4.264,"Borsodi világos sör 4,5% 0,5 l","Borsodi világos sör 4,5% 0,5 l",59969921,59969921,469.0,449.0,ml,ml,500.0,500.0,938.0,898.0,vilagos-sor-234,vilagos-sor-180
5997003581023|vénusz 100% első préselésű finomított napraforgó-étolaj 5 l,l,-59.2,-6.514,Vénusz 100% első préselésű finomított napraforgó-étolaj 5 l,Vénusz 100% első préselésű finomított napraforgó-étolaj 5 l,5997003581023,5997003581023,4544.0,4248.0,ml,ml,5000.0,5000.0,908.8,849.6,ecet-olaj-citromle-161,olaj-131
5997003581108|vénusz 100% első préselésű finomított napraforgó-étolaj 2 l,l,-66.0,-7.213,Vénusz 100% első préselésű finomított napraforgó-étolaj 2 l,Vénusz 100% első préselésű finomított napraforgó-étolaj 2 l,5997003581108,5997003581108,1830.0,1698.0,ml,ml,2000.0,2000.0,915.0,849.0,ecet-olaj-citromle-161,olaj-131
"5997003581139|vénusz 100% első préselésű, finomított napraforgó-étolaj 1 l",l,-100.0,-10.881,"Vénusz 100% első préselésű, finomított napraforgó-étolaj 1 l","Vénusz 100% első préselésű, finomított napraforgó-étolaj 1 l",5997003581139,5997003581139,919.0,819.0,ml,ml,1000.0,1000.0,919.0,819.0,ecet-olaj-citromle-161,olaj-131
5997003583034|vénusz d-vitamin finomított étolaj 1 l,l,-62.0,-6.746,Vénusz D-vitamin finomított étolaj 1 l,Vénusz D-vitamin finomított étolaj 1 l,5997003583034,5997003583034,919.0,857.0,ml,ml,1000.0,1000.0,919.0,857.0,ecet-olaj-citromle-161,olaj-131
5997003583065|vénusz sütőolaj 1 l,l,-8.0,-0.829,Vénusz sütőolaj 1 l,Vénusz sütőolaj 1 l,5997003583065,5997003583065,965.0,957.0,ml,ml,1000.0,1000.0,965.0,957.0,ecet-olaj-citromle-161,olaj-131
5997003584147|vénusz+ valódi vajas 60% zsírtartalmú margarin 450 g,kg,164.444,14.122,Vénusz+ Valódi Vajas 60% zsírtartalmú margarin 450 g,Vénusz+ Valódi Vajas 60% zsírtartalmú margarin 450 g,5997003584147,5997003584147,524.0,598.0,g,g,450.0,450.0,1164.444,1328.889,vaj-margarin-100,margarin-49
"5997003584154|vénusz+ valódi vajas, sós 55% zsírtartalmú margarin 450 g",kg,164.444,14.122,"Vénusz+ Valódi Vajas, Sós 55% zsírtartalmú margarin 450 g","Vénusz+ Valódi Vajas, Sós 55% zsírtartalmú margarin 450 g",5997003584154,5997003584154,524.0,598.0,g,g,450.0,450.0,1164.444,1328.889,vaj-margarin-100,margarin-49
